,v,vw,o,c,h,l,t,n
198,5828916.0,3387.0216,3447.0,3363.71,3464.88,3340.0,1602648000000,269537
199,5223448.0,3313.776,3292.01,3338.65,3355.88,3280.0,1602734400000,224287
200,6439853.0,3329.6344,3363.23,3272.71,3399.6606,3160.0,1602820800000,249394
201,5220616.0,3242.9058,3299.61,3207.21,3329.0,3192.735,1603080000000,264789
202,4503028.0,3227.4845,3222.28,3217.01,3266.0,3192.01,1603166400000,204420
203,4591888.0,3192.7601,3212.5,3184.94,3233.875,3160.0,1603252800000,209820
204,4101653.0,3160.1701,3189.87,3176.4,3198.75,3121.94,1603339200000,204712
205,3466687.0,3170.6438,3191.0,3204.4,3205.33,3140.0,1603425600000,153745
206,5900901.0,3210.5859,3198.74,3207.04,3282.9799,3153.3,1603684800000,253420
207,4291047.0,3257.548,3224.94,3286.33,3291.66,3211.3,1603771200000,191067
208,5588330.0,3194.959,3249.3,3162.78,3264.02,3162.47,1603857600000,272695
209,6587600.0,3209.6178,3201.27,3211.01,3257.25,3164.0,1603944000000,328194
210,8396081.0,3065.5368,3157.75,3036.15,3167.004,3019.0,1604030400000,475613
211,7235230.0,3002.3459,3061.74,3004.48,3079.705,2950.12,1604293200000,406206
212,4897747.0,3045.9706,3018.53,3048.41,3074.9,2980.98,1604379600000,247963
213,6839041.0,3208.7783,3159.99,3241.16,3244.85,3139.73,1604466000000,323719
214,5785685.0,3333.0865,3319.97,3322.0,3366.8,3288.88,1604552400000,263106
215,4617250.0,3285.9249,3304.64,3311.37,3322.0,3232.0,1604638800000,206123
216,7190406.0,3206.0707,3231.03,3143.74,3289.0,3112.1057,1604898000000,382356
217,6564956.0,3052.0917,3095.02,3035.02,3114.0,3019.4828,1604984400000,379848
218,4358523.0,3112.6121,3061.78,3137.39,3139.145,3050.0,1605070800000,224336
219,4371208.0,3123.1409,3159.95,3110.28,3175.88,3086.05,1605157200000,215252
220,3762587.0,3114.4312,3122.0,3128.81,3141.7227,3085.39,1605243600000,181421
221,3808676.0,3116.8815,3093.2,3131.06,3142.7,3072.685,1605502800000,190494
222,3444735.0,3157.0513,3183.5445,3135.66,3189.25,3135.26,1605589200000,187447
223,2916836.0,3121.5015,3134.0,3105.46,3140.0,3105.1,1605675600000,169469
224,2997770.0,3108.7158,3105.31,3117.02,3125.0,3080.92,1605762000000,164545
225,3346388.0,3111.8099,3117.02,3099.4,3132.89,3098.0456,1605848400000,163911
226,4708887.0,3100.0714,3116.6986,3098.39,3139.745,3065.46,1606107600000,256233
227,3587102.0,3112.7057,3100.5,3118.06,3134.25,3086.258,1606194000000,206272
228,3774803.0,3176.2702,3141.87,3185.07,3198.0,3140.26,1606280400000,217294
229,2392867.0,3203.3691,3211.26,3195.34,3216.19,3190.05,1606453200000,130646
230,4063916.0,3166.077,3208.48,3168.04,3228.39,3125.55,1606712400000,230589
231,4544382.0,3208.3125,3188.5,3220.08,3248.95,3157.18,1606798800000,236351
232,3127424.0,3206.3903,3221.65,3203.53,3232.0,3173.2601,1606885200000,166667
233,2892039.0,3201.9362,3205.46,3186.73,3228.64,3181.31,1606971600000,167058
234,2913611.0,3170.3631,3198.21,3162.58,3198.21,3158.76,1607058000000,165673
235,2751316.0,3157.781,3156.48,3158.0,3180.76,3141.69,1607317200000,149203
